L1	L2	D'	LOD	r^2	CIlow	CIhi	Dist	T-int
rs2913578	rs12186371	0.882	0.18	0.01	0.05	0.97	21263	-
rs2913578	rs300237	0.929	0.25	0.015	0.06	0.97	22632	-
rs2913578	rs17061510	0.366	1.48	0.055	0.13	0.57	23530	-
rs2913578	rs300211	0.617	1.83	0.065	0.25	0.82	24410	-
rs2913578	rs2901732	0.739	0.12	0.006	0.05	0.97	24791	-
rs2913578	rs11742012	0.173	0.46	0.023	0.02	0.38	26810	-
rs2913578	rs300213	0.05	0.03	0.002	0.0	0.29	31681	-
rs2913578	rs300214	0.098	0.19	0.01	0.0	0.29	31834	-
rs2913578	rs2161132	0.133	0.33	0.017	0.01	0.32	33767	-
rs2913578	rs6873695	0.534	1.35	0.055	0.17	0.76	41544	-
rs2913578	rs734442	0.13	0.28	0.01	0.01	0.34	41834	-
rs2913578	rs4869033	0.182	0.39	0.016	0.02	0.41	51774	-
rs2913578	rs10746556	0.082	0.08	0.003	0.0	0.34	79484	-
rs2913578	rs10515857	0.45	0.07	0.004	0.04	0.96	82622	-
rs2913578	rs17061586	0.174	0.74	0.03	0.03	0.34	84589	-
rs2913578	rs1363150	0.166	0.64	0.027	0.02	0.34	85966	-
rs2913578	rs13186063	0.114	0.24	0.008	0.0	0.32	99272	-
rs2913578	rs1025014	0.206	0.95	0.039	0.05	0.38	102607	-
rs2913578	rs9313968	0.411	0.76	0.029	0.08	0.68	104764	-
rs2913578	rs13172782	0.114	0.24	0.008	0.0	0.32	108749	-
rs2913578	rs4307107	0.51	1.5	0.054	0.18	0.73	113997	-
rs2913578	rs299304	0.174	0.74	0.03	0.03	0.34	119381	-
rs2913578	rs427056	0.176	0.6	0.018	0.03	0.37	122418	-
rs2913578	rs2069347	0.169	0.19	0.006	0.01	0.46	139854	-
rs2913578	rs2303076	0.001	0.0	0.0	-0.01	0.22	160309	-
rs2913578	rs299287	0.161	0.3	0.012	0.01	0.4	166078	-
rs2913578	rs299284	0.127	0.37	0.013	0.01	0.32	169309	-
rs2913578	rs299283	0.161	0.3	0.012	0.01	0.4	169515	-
rs2913578	rs299290	0.221	0.64	0.026	0.04	0.43	175175	-
rs2913578	rs299295	0.211	0.57	0.023	0.03	0.43	182375	-
rs2913578	rs11748030	0.099	0.14	0.008	0.0	0.31	189072	-
rs2913578	rs4599554	0.094	0.2	0.007	0.0	0.28	192258	-
rs2913578	rs10038157	0.03	0.02	0.001	-0.01	0.27	197445	-
rs2913578	rs10515861	0.051	0.02	0.001	0.0	0.37	203406	-
rs2913578	rs7722729	0.177	0.66	0.026	0.03	0.36	215095	-
rs2913578	rs17061797	0.047	0.05	0.002	0.0	0.25	216999	-
rs2913578	rs4869089	0.089	0.04	0.002	0.0	0.45	217067	-
rs2913578	rs7716203	0.1	0.04	0.002	0.01	0.49	220543	-
rs2913578	rs729352	0.616	0.9	0.027	0.13	0.86	221874	-
rs2913578	rs1496864	0.251	0.69	0.026	0.04	0.47	230286	-
rs2913578	rs7700282	0.111	0.32	0.012	0.01	0.29	230970	-
rs2913578	rs7722476	0.094	0.06	0.002	0.0	0.41	231120	-
rs2913578	rs4276433	0.115	0.03	0.001	0.01	0.57	238927	-
rs2913578	rs919258	0.204	0.53	0.021	0.03	0.45	242415	-
rs2913578	rs297961	0.631	0.46	0.011	0.08	0.9	249811	-
rs2913578	rs17061883	0.281	0.04	0.001	0.03	0.84	250942	-
rs2913578	rs297966	0.204	0.53	0.021	0.03	0.45	252371	-
rs2913578	rs297968	0.136	0.04	0.001	0.01	0.58	253674	-
rs2913578	rs10074453	0.073	0.13	0.005	0.0	0.26	254452	-
rs2913578	rs4301242	0.204	0.53	0.021	0.03	0.45	257614	-
rs2913578	rs12654614	0.214	0.02	0.001	0.02	0.84	258314	-
rs2913578	rs12657750	0.339	0.07	0.002	0.03	0.85	260883	-
rs2913578	rs177075	0.177	0.66	0.026	0.03	0.36	262272	-
rs2913578	rs2217265	0.045	0.01	0.0	0.0	0.41	262633	-
rs2913578	rs294598	1.0	0.46	0.031	0.08	0.98	264422	-
rs2913578	rs294597	0.23	0.54	0.022	0.03	0.46	264615	-
rs2913578	rs297951	0.116	0.1	0.004	0.0	0.41	267302	-
rs2913578	rs1433779	0.058	0.02	0.001	0.0	0.48	267722	-
rs2913578	rs294594	0.686	0.2	0.015	0.05	0.97	268230	-
rs2913578	rs985254	0.138	0.1	0.004	0.01	0.47	270010	-
rs2913578	rs10037424	0.058	0.02	0.001	0.0	0.48	270269	-
rs2913578	rs294588	0.102	0.1	0.003	0.0	0.37	271174	-
rs2913578	rs294587	0.194	0.42	0.015	0.02	0.43	271717	-
rs2913578	rs6862542	0.2	0.34	0.013	0.02	0.46	281008	-
rs2913578	rs294580	0.232	0.49	0.019	0.03	0.48	286709	-
rs2913578	rs6876181	0.11	0.02	0.001	0.01	0.65	293994	-
rs2913578	rs1432655	0.333	0.35	0.015	0.04	0.66	301441	-
rs2913578	rs1433781	0.333	0.35	0.015	0.04	0.66	306668	-
rs2913578	rs17668553	0.371	1.23	0.045	0.11	0.64	310523	-
rs2913578	rs159199	0.042	0.01	0.001	0.0	0.36	313756	-
rs2913578	rs292410	0.266	0.16	0.009	0.02	0.67	316044	-
rs2913578	rs6878378	0.108	0.33	0.011	0.01	0.28	318603	-
rs2913578	rs3849745	0.648	1.09	0.04	0.17	0.87	331260	-
rs2913578	rs6880977	0.648	1.09	0.04	0.17	0.87	331782	-
rs2913578	rs3910253	0.506	1.19	0.038	0.15	0.75	333911	-
rs2913578	rs10070913	0.67	0.14	0.008	0.05	0.96	335907	-
rs2913578	rs3910251	0.547	1.19	0.04	0.16	0.79	339180	-
rs2913578	rs693845	0.547	1.19	0.04	0.16	0.79	340601	-
rs2913578	rs158836	0.088	0.09	0.003	0.0	0.34	341910	-
rs2913578	rs158842	0.063	0.03	0.001	0.0	0.39	345539	-
rs2913578	rs158845	0.049	0.02	0.001	0.0	0.38	346257	-
rs2913578	rs166078	0.063	0.03	0.001	0.0	0.39	347015	-
rs2913578	rs149402	0.094	0.09	0.004	0.0	0.36	347234	-
rs2913578	rs566509	0.107	0.14	0.006	0.0	0.37	351358	-
rs2913578	rs158850	0.128	0.16	0.008	0.01	0.38	356191	-
rs2913578	rs6893725	0.042	0.04	0.002	-0.01	0.23	356615	-
rs2913578	rs17062147	0.107	0.14	0.006	0.0	0.37	357688	-
rs2913578	rs158851	0.211	0.26	0.011	0.02	0.51	358325	-
rs2913578	rs158829	0.189	0.76	0.032	0.03	0.36	361628	-
rs2913578	rs537788	0.489	1.2	0.055	0.14	0.72	362464	-
rs2913578	rs424217	0.087	0.07	0.003	0.0	0.36	370501	-
rs2913578	rs509502	0.53	0.97	0.048	0.13	0.78	371049	-
rs2913578	rs292404	0.189	0.76	0.032	0.03	0.36	373339	-
rs2913578	rs292406	0.126	0.14	0.007	0.01	0.39	374758	-
rs2913578	rs3133041	0.204	0.78	0.034	0.04	0.39	376085	-
rs2913578	rs558968	0.53	0.97	0.048	0.13	0.78	382737	-
rs2913578	rs10057965	0.174	0.4	0.017	0.02	0.39	392467	-
rs2913578	rs531314	0.257	0.01	0.001	0.03	0.95	397279	-
rs2913578	rs489835	0.097	0.02	0.001	0.01	0.57	399460	-
rs2913578	rs4869096	0.13	0.34	0.015	0.01	0.32	409710	-
rs2913578	rs516512	1.0	1.07	0.047	0.17	0.99	410294	-
rs2913578	rs520002	0.47	0.55	0.021	0.07	0.77	410638	-
rs2913578	rs13328108	0.11	0.15	0.009	0.0	0.34	412244	-
rs2913578	rs497083	0.066	0.02	0.001	0.0	0.48	413301	-
rs2913578	rs580015	0.049	0.01	0.0	0.0	0.5	416519	-
rs2913578	rs10515864	0.151	0.48	0.022	0.02	0.33	425514	-
rs2913578	rs17610788	0.197	0.38	0.019	0.02	0.43	438126	-
rs2913578	rs642305	0.01	0.0	0.0	0.0	0.43	439362	-
rs2913578	rs17538699	1.0	0.54	0.04	0.09	0.98	442792	-
rs300206	rs182462	1.0	2.54	0.077	0.46	1.0	771	193.7
rs300206	rs300209	1.0	2.14	0.059	0.39	1.0	2850	-
rs300206	rs300218	1.0	3.23	0.062	0.55	1.0	4751	-
rs300206	rs10515854	0.077	0.06	0.003	0.0	0.42	5668	-
rs300206	rs982228	1.0	0.83	0.017	0.13	0.99	6817	-
rs300206	rs12186371	0.234	0.94	0.045	0.05	0.46	16583	-
rs300206	rs300237	0.153	0.48	0.021	0.02	0.36	17952	-
rs300206	rs17061510	0.197	0.05	0.001	0.02	0.69	18850	-
rs300206	rs300211	0.092	0.03	0.001	0.01	0.53	19730	-
rs300206	rs2901732	0.262	1.08	0.052	0.07	0.49	20111	-
rs300206	rs11742012	1.0	0.41	0.011	0.07	0.98	22130	-
rs300206	rs300213	0.024	0.01	0.0	0.0	0.34	27001	-
rs300206	rs300214	1.0	0.7	0.015	0.11	0.99	27154	-
rs300206	rs2161132	0.031	0.01	0.0	0.0	0.31	29087	-
rs300206	rs6873695	0.096	0.02	0.001	0.01	0.57	36864	-
rs300206	rs734442	0.038	0.02	0.0	0.0	0.34	37154	-
rs300206	rs4869033	0.475	0.2	0.007	0.04	0.87	47094	-
rs300206	rs10746556	0.025	0.0	0.0	0.0	0.46	74804	-
rs300206	rs10515857	0.574	0.07	0.003	0.04	0.96	77942	-
rs300206	rs17061586	0.107	0.14	0.006	0.0	0.37	79909	-
rs300206	rs1363150	0.098	0.11	0.005	0.0	0.37	81286	-
rs300206	rs13186063	0.038	0.02	0.0	0.0	0.34	94592	-
rs300206	rs1025014	0.002	0.0	0.0	-0.01	0.31	97927	-
rs300206	rs9313968	0.096	0.02	0.001	0.01	0.57	100084	-
rs300206	rs13172782	0.038	0.02	0.0	0.0	0.34	104069	-
rs300206	rs4307107	0.054	0.01	0.0	0.0	0.52	109317	-
rs300206	rs299304	0.041	0.02	0.001	0.0	0.32	114701	-
rs300206	rs427056	0.031	0.01	0.0	0.0	0.34	117738	-
rs300206	rs2069347	0.123	0.04	0.001	0.01	0.58	135174	-
rs300206	rs2303076	0.014	0.0	0.0	0.01	0.72	155629	-
rs300206	rs299287	0.188	0.02	0.001	0.02	0.82	161398	-
rs300206	rs299284	0.295	0.02	0.001	0.03	0.95	164629	-
rs300206	rs299283	0.188	0.02	0.001	0.02	0.82	164835	-
rs300206	rs299290	0.014	0.0	0.0	0.0	0.39	170495	-
rs300206	rs299295	0.0	-0.0	0.0	0.02	0.79	177695	-
rs300206	rs11748030	0.146	0.01	0.0	0.02	0.82	184392	-
rs300206	rs4599554	1.0	0.41	0.019	0.07	0.98	187578	-
rs300206	rs10038157	0.078	0.08	0.004	0.0	0.33	192765	-
rs300206	rs10515861	0.029	0.0	0.0	0.0	0.42	198726	-
rs300206	rs7722729	1.0	0.36	0.018	0.07	0.98	210415	-
rs300206	rs17061797	0.08	0.08	0.003	0.0	0.36	212319	-
rs300206	rs4869089	0.2	0.08	0.005	0.02	0.65	212387	-
rs300206	rs7716203	0.613	0.4	0.028	0.07	0.89	215863	-
rs300206	rs729352	0.108	0.01	0.0	0.02	0.81	217194	-
rs300206	rs1496864	0.031	0.0	0.0	0.0	0.42	225606	-
rs300206	rs7700282	1.0	0.36	0.015	0.07	0.98	226290	-
rs300206	rs7722476	0.108	0.02	0.001	0.01	0.66	226440	-
rs300206	rs4276433	0.093	0.05	0.002	0.0	0.44	234247	-
rs300206	rs919258	0.169	0.63	0.029	0.03	0.37	237735	-
rs300206	rs297961	0.542	0.07	0.004	0.04	0.96	245131	-
rs300206	rs17061883	0.656	0.07	0.003	0.04	0.96	246262	-
rs300206	rs297966	0.169	0.63	0.029	0.03	0.37	247691	-
rs300206	rs297968	0.083	0.04	0.001	0.0	0.44	248994	-
rs300206	rs10074453	0.115	0.17	0.006	0.01	0.38	249772	-
rs300206	rs4301242	0.169	0.63	0.029	0.03	0.37	252934	-
rs300206	rs12654614	0.539	0.04	0.002	0.04	0.96	253634	-
rs300206	rs12657750	0.762	0.09	0.004	0.04	0.97	256203	-
rs300206	rs177075	0.605	0.11	0.007	0.04	0.96	257592	-
rs300206	rs2217265	0.119	0.03	0.002	0.01	0.58	257953	-
rs300206	rs294598	0.023	0.01	0.0	-0.01	0.28	259742	-
rs300206	rs294597	0.173	0.16	0.006	0.01	0.51	259935	-
rs300206	rs297951	0.195	0.1	0.005	0.02	0.61	262622	-
rs300206	rs1433779	0.124	0.21	0.007	0.01	0.44	263042	-
rs300206	rs294594	0.023	0.01	0.0	-0.01	0.28	263550	-
rs300206	rs985254	0.285	0.19	0.009	0.03	0.67	265330	-
rs300206	rs10037424	0.124	0.21	0.007	0.01	0.44	265589	-
rs300206	rs294588	0.033	0.0	0.0	0.01	0.71	266494	-
rs300206	rs294587	0.163	0.14	0.005	0.01	0.5	267037	-
rs300206	rs6862542	0.255	0.25	0.011	0.02	0.6	276328	-
rs300206	rs294580	0.368	0.12	0.006	0.03	0.85	282029	-
rs300206	rs6876181	0.188	0.02	0.001	0.02	0.82	289314	-
rs300206	rs1432655	0.15	0.03	0.002	0.01	0.67	296761	-
rs300206	rs1433781	0.15	0.03	0.002	0.01	0.67	301988	-
rs300206	rs17668553	1.0	0.15	0.005	0.05	0.97	305843	-
rs300206	rs159199	0.596	1.24	0.051	0.18	0.83	309076	-
rs300206	rs292410	1.0	1.79	0.063	0.32	1.0	311364	-
rs300206	rs6878378	0.238	0.02	0.001	0.03	0.95	313923	-
rs300206	rs3849745	1.0	1.53	0.049	0.27	1.0	326580	-
rs300206	rs6880977	1.0	1.53	0.049	0.27	1.0	327102	-
rs300206	rs3910253	0.749	1.05	0.042	0.17	0.93	329231	-
rs300206	rs10070913	0.036	0.02	0.001	0.0	0.29	331227	-
rs300206	rs3910251	0.708	0.8	0.034	0.13	0.92	334500	-
rs300206	rs693845	0.708	0.8	0.034	0.13	0.92	335921	-
rs300206	rs158836	0.437	0.17	0.007	0.04	0.86	337230	-
rs300206	rs158842	1.0	0.87	0.052	0.13	0.99	340859	-
rs300206	rs158845	1.0	0.93	0.053	0.14	0.99	341577	-
rs300206	rs166078	1.0	0.87	0.052	0.13	0.99	342335	-
rs300206	rs149402	1.0	0.81	0.037	0.13	0.99	342554	-
rs300206	rs566509	0.762	0.09	0.004	0.04	0.97	346678	-
rs300206	rs158850	1.0	0.7	0.031	0.11	0.99	351511	-
rs300206	rs6893725	0.159	0.01	0.0	0.03	0.95	351935	-
rs300206	rs17062147	0.762	0.09	0.004	0.04	0.97	353008	-
rs300206	rs158851	1.0	1.06	0.061	0.17	0.99	353645	-
rs300206	rs158829	0.013	0.0	0.0	0.0	0.31	356948	-
rs300206	rs537788	0.628	0.49	0.026	0.08	0.9	357784	-
rs300206	rs424217	1.0	0.86	0.033	0.13	0.99	365821	-
rs300206	rs509502	0.494	0.4	0.022	0.06	0.82	366369	-
rs300206	rs292404	0.013	0.0	0.0	0.0	0.31	368659	-
rs300206	rs292406	1.0	0.83	0.033	0.13	0.99	370078	-
rs300206	rs3133041	0.075	0.0	0.0	0.02	0.81	371405	-
rs300206	rs558968	0.494	0.4	0.022	0.06	0.82	378057	-
rs300206	rs10057965	0.03	0.01	0.0	0.0	0.37	387787	-
rs300206	rs531314	0.051	0.04	0.002	0.0	0.31	392599	-
rs300206	rs489835	0.02	0.0	0.0	0.01	0.59	394780	-
rs300206	rs4869096	0.902	0.23	0.014	0.06	0.97	405030	-
rs300206	rs516512	0.012	0.0	0.0	-0.01	0.31	405614	-
rs300206	rs520002	0.057	0.02	0.001	0.0	0.4	405958	-
rs300206	rs13328108	1.0	0.36	0.011	0.07	0.98	407564	-
rs300206	rs497083	0.036	0.0	0.0	0.0	0.48	408621	-
rs300206	rs580015	0.215	0.13	0.004	0.02	0.61	411839	-
rs300206	rs10515864	0.238	0.02	0.001	0.03	0.95	420834	-
rs300206	rs17610788	0.099	0.07	0.002	0.0	0.42	433446	-
rs300206	rs642305	0.108	0.04	0.001	0.01	0.51	434682	-
rs300206	rs17538699	0.395	0.11	0.003	0.03	0.85	438112	-
rs182462	rs300209	1.0	32.99	0.761	0.94	1.0	2079	161.22
rs182462	rs300218	0.973	21.51	0.594	0.88	1.0	3980	-
rs182462	rs10515854	1.0	1.64	0.037	0.29	1.0	4897	-
rs182462	rs982228	0.906	4.51	0.139	0.6	0.98	6046	-
rs182462	rs12186371	0.565	0.67	0.02	0.1	0.84	15812	-
rs182462	rs300237	0.327	0.28	0.009	0.03	0.69	17181	-
rs182462	rs17061510	0.427	1.69	0.067	0.17	0.62	18079	-
rs182462	rs300211	0.299	2.07	0.081	0.13	0.44	18959	-
rs182462	rs2901732	0.727	0.92	0.031	0.15	0.92	19340	-
rs182462	rs11742012	0.043	0.01	0.0	0.0	0.46	21359	-
rs182462	rs300213	0.143	0.11	0.005	0.01	0.46	26230	-
rs182462	rs300214	0.109	0.06	0.002	0.0	0.45	26383	-
rs182462	rs2161132	0.59	1.53	0.055	0.21	0.81	28316	-
rs182462	rs6873695	0.35	2.26	0.097	0.16	0.5	36093	-
rs182462	rs734442	0.337	0.63	0.03	0.06	0.6	36383	-
rs182462	rs4869033	0.321	0.68	0.033	0.06	0.57	46323	-
rs182462	rs10746556	0.314	0.75	0.037	0.06	0.54	74033	-
rs182462	rs10515857	0.243	0.16	0.008	0.02	0.63	77171	-
rs182462	rs17061586	0.76	2.15	0.088	0.34	0.91	79138	-
rs182462	rs1363150	0.775	2.43	0.095	0.38	0.92	80515	-
rs182462	rs13186063	0.114	0.09	0.003	0.0	0.42	93821	-
rs182462	rs1025014	0.721	1.61	0.074	0.26	0.9	97156	-
rs182462	rs9313968	0.232	1.08	0.047	0.06	0.39	99313	-
rs182462	rs13172782	0.114	0.09	0.003	0.0	0.42	103298	-
rs182462	rs4307107	0.29	1.33	0.062	0.09	0.46	108546	-
rs182462	rs299304	0.625	1.33	0.06	0.2	0.84	113930	-
rs182462	rs427056	0.147	0.15	0.006	0.01	0.44	116967	-
rs182462	rs2069347	0.241	0.99	0.043	0.06	0.41	134403	-
rs182462	rs2303076	0.012	0.0	0.0	0.0	0.38	154858	-
rs182462	rs299287	0.373	1.01	0.046	0.09	0.6	160627	-
rs182462	rs299284	0.38	0.39	0.018	0.05	0.71	163858	-
rs182462	rs299283	0.373	1.01	0.046	0.09	0.6	164064	-
rs182462	rs299290	0.379	0.82	0.041	0.08	0.62	169724	-
rs182462	rs299295	0.318	0.59	0.03	0.05	0.58	176924	-
rs182462	rs11748030	0.155	0.1	0.006	0.01	0.51	183621	-
rs182462	rs4599554	0.25	0.28	0.012	0.02	0.56	186807	-
rs182462	rs10038157	0.254	0.15	0.007	0.02	0.66	191994	-
rs182462	rs10515861	0.141	0.25	0.012	0.01	0.35	197955	-
rs182462	rs7722729	0.125	0.08	0.003	0.01	0.46	209644	-
rs182462	rs17061797	0.057	0.02	0.001	0.0	0.38	211548	-
rs182462	rs4869089	0.107	0.27	0.01	0.0	0.27	211616	-
rs182462	rs7716203	0.138	0.34	0.014	0.01	0.32	215092	-
rs182462	rs729352	0.141	0.16	0.007	0.01	0.41	216423	-
rs182462	rs1496864	0.202	0.41	0.015	0.02	0.43	224835	-
rs182462	rs7700282	0.056	0.01	0.0	0.0	0.45	225519	-
rs182462	rs7722476	0.097	0.17	0.006	0.0	0.29	225669	-
rs182462	rs4276433	0.11	0.12	0.004	0.0	0.36	233476	-
rs182462	rs919258	0.269	0.18	0.006	0.02	0.66	236964	-
rs182462	rs297961	0.114	0.06	0.002	0.01	0.47	244360	-
rs182462	rs17061883	0.164	0.07	0.002	0.01	0.59	245491	-
rs182462	rs297966	0.269	0.18	0.006	0.02	0.66	246920	-
rs182462	rs297968	0.11	0.12	0.005	0.0	0.36	248223	-
rs182462	rs10074453	0.255	0.36	0.011	0.03	0.54	249001	-
rs182462	rs4301242	0.269	0.18	0.006	0.02	0.66	252163	-
rs182462	rs12654614	0.275	0.19	0.005	0.03	0.67	252863	-
rs182462	rs12657750	0.226	0.15	0.004	0.02	0.61	255432	-
rs182462	rs177075	0.164	0.15	0.005	0.01	0.48	256821	-
rs182462	rs2217265	0.105	0.19	0.008	0.0	0.3	257182	-
rs182462	rs294598	0.248	0.3	0.01	0.03	0.56	258971	-
rs182462	rs294597	0.063	0.03	0.001	0.0	0.34	259164	-
rs182462	rs297951	0.126	0.23	0.009	0.01	0.33	261851	-
rs182462	rs1433779	0.139	0.02	0.001	0.02	0.74	262271	-
rs182462	rs294594	0.248	0.3	0.01	0.03	0.56	262779	-
rs182462	rs985254	0.071	0.08	0.003	0.0	0.28	264559	-
rs182462	rs10037424	0.139	0.02	0.001	0.02	0.74	264818	-
rs182462	rs294588	0.075	0.07	0.003	0.0	0.31	265723	-
rs182462	rs294587	0.031	0.01	0.0	0.0	0.28	266266	-
rs182462	rs6862542	0.007	0.0	0.0	-0.01	0.27	275557	-
rs182462	rs294580	0.013	0.0	0.0	-0.01	0.29	281258	-
rs182462	rs6876181	0.242	0.61	0.025	0.04	0.46	288543	-
rs182462	rs1432655	0.244	1.2	0.054	0.07	0.4	295990	-
rs182462	rs1433781	0.244	1.2	0.054	0.07	0.4	301217	-
rs182462	rs17668553	0.451	0.33	0.01	0.05	0.81	305072	-
rs182462	rs159199	0.064	0.06	0.002	0.0	0.29	308305	-
rs182462	rs292410	0.093	0.15	0.007	0.0	0.29	310593	-
rs182462	rs6878378	0.275	0.26	0.012	0.03	0.61	313152	-
rs182462	rs3849745	0.136	0.3	0.012	0.01	0.33	325809	-
rs182462	rs6880977	0.136	0.3	0.012	0.01	0.33	326331	-
rs182462	rs3910253	0.106	0.29	0.011	0.0	0.26	328460	-
rs182462	rs10070913	0.036	0.0	0.0	0.0	0.52	330456	-
rs182462	rs3910251	0.096	0.2	0.008	0.0	0.27	333729	-
rs182462	rs693845	0.096	0.2	0.008	0.0	0.27	335150	-
rs182462	rs158836	0.094	0.09	0.004	0.0	0.34	336459	-
rs182462	rs158842	0.056	0.05	0.002	0.0	0.27	340088	-
rs182462	rs158845	0.081	0.1	0.005	0.0	0.29	340806	-
rs182462	rs166078	0.056	0.05	0.002	0.0	0.27	341564	-
rs182462	rs149402	0.072	0.05	0.003	0.0	0.33	341783	-
rs182462	rs566509	0.191	0.1	0.004	0.02	0.6	345907	-
rs182462	rs158850	0.06	0.02	0.001	0.0	0.39	350740	-
rs182462	rs6893725	0.172	0.14	0.006	0.01	0.5	351164	-
rs182462	rs17062147	0.191	0.1	0.004	0.02	0.6	352237	-
rs182462	rs158851	0.04	0.03	0.001	-0.01	0.25	352874	-
rs182462	rs158829	0.014	0.0	0.0	0.0	0.4	356177	-
rs182462	rs537788	0.0	-0.0	0.0	-0.01	0.25	357013	-
rs182462	rs424217	0.006	0.0	0.0	0.0	0.36	365050	-
rs182462	rs509502	0.025	0.01	0.001	-0.01	0.23	365598	-
rs182462	rs292404	0.014	0.0	0.0	0.0	0.4	367888	-
rs182462	rs292406	0.036	0.01	0.001	0.0	0.34	369307	-
rs182462	rs3133041	0.035	0.0	0.0	0.0	0.45	370634	-
rs182462	rs558968	0.051	0.04	0.002	0.0	0.26	377286	-
rs182462	rs10057965	0.048	0.02	0.001	0.0	0.34	387016	-
rs182462	rs531314	0.117	0.03	0.001	0.01	0.62	391828	-
rs182462	rs489835	0.047	0.04	0.001	0.0	0.26	394009	-
rs182462	rs4869096	0.222	0.15	0.008	0.02	0.59	404259	-
rs182462	rs516512	0.312	0.66	0.03	0.05	0.56	404843	-
rs182462	rs520002	0.238	0.88	0.036	0.05	0.42	405187	-
rs182462	rs13328108	0.116	0.05	0.002	0.01	0.52	406793	-
rs182462	rs497083	0.112	0.28	0.011	0.0	0.28	407850	-
rs182462	rs580015	0.109	0.31	0.012	0.0	0.26	411068	-
rs182462	rs10515864	0.267	0.19	0.011	0.02	0.64	420063	-
rs182462	rs17610788	0.054	0.03	0.001	0.0	0.33	432675	-
rs182462	rs642305	0.134	0.44	0.017	0.01	0.29	433911	-
rs182462	rs17538699	0.382	0.76	0.038	0.07	0.64	437341	-
rs300209	rs300218	0.967	16.11	0.446	0.85	1.0	1901	124.02
rs300209	rs10515854	1.0	1.46	0.028	0.25	1.0	2818	-
rs300209	rs982228	0.877	3.12	0.099	0.49	0.97	3967	-
rs300209	rs12186371	0.551	0.6	0.015	0.09	0.84	13733	-
rs300209	rs300237	0.271	0.17	0.005	0.02	0.67	15102	-
rs300209	rs17061510	0.516	2.31	0.075	0.25	0.71	16000	-
rs300209	rs300211	0.411	3.49	0.116	0.24	0.56	16880	-
rs300209	rs2901732	0.715	0.84	0.023	0.14	0.92	17261	-
rs300209	rs11742012	0.221	0.13	0.004	0.02	0.61	19280	-
rs300209	rs300213	0.254	0.35	0.012	0.03	0.55	24151	-
rs300209	rs300214	0.031	0.0	0.0	0.0	0.46	24304	-
rs300209	rs2161132	0.487	0.82	0.028	0.1	0.76	26237	-
rs300209	rs6873695	0.405	2.84	0.099	0.21	0.56	34014	-
rs300209	rs734442	0.468	1.29	0.043	0.15	0.7	34304	-
rs300209	rs4869033	0.404	1.09	0.039	0.11	0.64	44244	-
rs300209	rs10746556	0.504	2.1	0.073	0.23	0.7	71954	-
rs300209	rs10515857	0.132	0.03	0.001	0.01	0.62	75092	-
rs300209	rs17061586	0.884	3.47	0.091	0.52	0.97	77059	-
rs300209	rs1363150	0.89	3.72	0.095	0.54	0.97	78436	-
rs300209	rs13186063	0.059	0.04	0.002	0.0	0.31	91742	-
rs300209	rs1025014	0.871	2.98	0.082	0.48	0.97	95077	-
rs300209	rs9313968	0.287	1.51	0.055	0.1	0.45	97234	-
rs300209	rs13172782	0.059	0.04	0.002	0.0	0.31	101219	-
rs300209	rs4307107	0.381	2.15	0.082	0.17	0.55	106467	-
rs300209	rs299304	0.766	2.41	0.068	0.37	0.92	111851	-
rs300209	rs427056	0.035	0.01	0.001	0.0	0.29	114888	-
rs300209	rs2069347	0.299	1.44	0.05	0.1	0.47	132324	-
rs300209	rs2303076	0.093	0.08	0.003	0.0	0.36	152779	-
rs300209	rs299287	0.578	2.55	0.084	0.29	0.76	158548	-
rs300209	rs299284	0.588	1.14	0.033	0.16	0.82	161779	-
rs300209	rs299283	0.578	2.55	0.084	0.29	0.76	161985	-
rs300209	rs299290	0.645	2.67	0.091	0.33	0.82	167645	-
rs300209	rs299295	0.646	2.67	0.094	0.33	0.82	174845	-
rs300209	rs11748030	0.069	0.04	0.002	0.0	0.37	181542	-
rs300209	rs4599554	0.416	0.79	0.025	0.08	0.68	184728	-
rs300209	rs10038157	0.601	0.82	0.031	0.12	0.85	189915	-
rs300209	rs10515861	0.188	0.66	0.028	0.03	0.36	195876	-
rs300209	rs7722729	0.217	0.21	0.007	0.02	0.54	207565	-
rs300209	rs17061797	0.256	0.35	0.01	0.03	0.55	209469	-
rs300209	rs4869089	0.208	1.07	0.038	0.05	0.36	209537	-
rs300209	rs7716203	0.178	0.52	0.018	0.02	0.36	213013	-
rs300209	rs729352	0.137	0.15	0.005	0.01	0.41	214344	-
rs300209	rs1496864	0.286	0.68	0.023	0.05	0.52	222756	-
rs300209	rs7700282	0.162	0.09	0.003	0.01	0.54	223440	-
rs300209	rs7722476	0.217	0.77	0.025	0.04	0.4	223590	-
rs300209	rs4276433	0.245	0.52	0.017	0.03	0.48	231397	-
rs300209	rs919258	0.052	0.0	0.0	0.01	0.6	234885	-
rs300209	rs297961	0.136	0.06	0.002	0.01	0.55	242281	-
rs300209	rs17061883	0.432	0.42	0.01	0.06	0.76	243412	-
rs300209	rs297966	0.052	0.0	0.0	0.01	0.6	244841	-
rs300209	rs297968	0.243	0.5	0.017	0.03	0.48	246144	-
rs300209	rs10074453	0.301	0.4	0.012	0.04	0.6	246922	-
rs300209	rs4301242	0.052	0.0	0.0	0.01	0.6	250084	-
